zip,fips,county,STATE
27374,37057,Davidson County,NC
27239,37057,Davidson County,NC
27373,37057,Davidson County,NC
28625,37059,Davie County,NC
27006,37059,Davie County,NC
27055,37059,Davie County,NC
28634,37059,Davie County,NC
27028,37059,Davie County,NC
27014,37059,Davie County,NC
28466,37061,Duplin County,NC
28521,37061,Duplin County,NC
28518,37061,Duplin County,NC
28572,37061,Duplin County,NC
28464,37061,Duplin County,NC
28453,37061,Duplin County,NC
28398,37061,Duplin County,NC
28508,37061,Duplin County,NC
28574,37061,Duplin County,NC
28393,37061,Duplin County,NC
28458,37061,Duplin County,NC
28341,37061,Duplin County,NC
28365,37061,Duplin County,NC
28525,37061,Duplin County,NC
28578,37061,Duplin County,NC
28325,37061,Duplin County,NC
28478,37061,Duplin County,NC
28349,37061,Duplin County,NC
28444,37061,Duplin County,NC
27713,37063,Durham County,NC
27715,37063,Durham County,NC
27709,37063,Durham County,NC
27517,37063,Durham County,NC
27572,37063,Durham County,NC
27722,37063,Durham County,NC
27703,37063,Durham County,NC
27701,37063,Durham County,NC
27708,37063,Durham County,NC
27705,37063,Durham County,NC
27717,37063,Durham County,NC
27278,37063,Durham County,NC
27707,37063,Durham County,NC
27712,37063,Durham County,NC
27613,37063,Durham County,NC
27706,37063,Durham County,NC
27583,37063,Durham County,NC
27560,37063,Durham County,NC
27503,37063,Durham County,NC
27710,37063,Durham County,NC
27704,37063,Durham County,NC
27617,37063,Durham County,NC
27702,37063,Durham County,NC
27829,37065,Edgecombe County,NC
27804,37065,Edgecombe County,NC
27843,37065,Edgecombe County,NC
27809,37065,Edgecombe County,NC
27819,37065,Edgecombe County,NC
27891,37065,Edgecombe County,NC
27812,37065,Edgecombe County,NC
27801,37065,Edgecombe County,NC
27802,37065,Edgecombe County,NC
27886,37065,Edgecombe County,NC
27834,37065,Edgecombe County,NC
27803,37065,Edgecombe County,NC
27881,37065,Edgecombe County,NC
27852,37065,Edgecombe County,NC
27822,37065,Edgecombe County,NC
27815,37065,Edgecombe County,NC
27864,37065,Edgecombe County,NC
27040,37067,Forsyth County,NC
27107,37067,Forsyth County,NC
27021,37067,Forsyth County,NC
27116,37067,Forsyth County,NC
27114,37067,Forsyth County,NC
27010,37067,Forsyth County,NC
27012,37067,Forsyth County,NC
27103,37067,Forsyth County,NC
27109,37067,Forsyth County,NC
27284,37067,Forsyth County,NC
27050,37067,Forsyth County,NC
27120,37067,Forsyth County,NC
27285,37067,Forsyth County,NC
27052,37067,Forsyth County,NC
27104,37067,Forsyth County,NC
27101,37067,Forsyth County,NC
27051,37067,Forsyth County,NC
27105,37067,Forsyth County,NC
27127,37067,Forsyth County,NC
27106,37067,Forsyth County,NC
27357,37067,Forsyth County,NC
27094,37067,Forsyth County,NC
27150,37067,Forsyth County,NC
27108,37067,Forsyth County,NC
27099,37067,Forsyth County,NC
27102,37067,Forsyth County,NC
27045,37067,Forsyth County,NC
27152,37067,Forsyth County,NC
27115,37067,Forsyth County,NC
27113,37067,Forsyth County,NC
27023,37067,Forsyth County,NC
27009,37067,Forsyth County,NC
27117,37067,Forsyth County,NC
27265,37067,Forsyth County,NC
27110,37067,Forsyth County,NC
27111,37067,Forsyth County,NC
27235,37067,Forsyth County,NC
27155,37067,Forsyth County,NC
27130,37067,Forsyth County,NC
27019,37067,Forsyth County,NC
27199,37067,Forsyth County,NC
27157,37067,Forsyth County,NC
27816,37069,Franklin County,NC
27544,37069,Franklin County,NC
27587,37069,Franklin County,NC
27549,37069,Franklin County,NC
27596,37069,Franklin County,NC
27537,37069,Franklin County,NC
27525,37069,Franklin County,NC
27589,37069,Franklin County,NC
27882,37069,Franklin County,NC
27508,37069,Franklin County,NC
27597,37069,Franklin County,NC
27557,37069,Franklin County,NC
28054,37071,Gaston County,NC
28021,37071,Gaston County,NC
28098,37071,Gaston County,NC
28006,37071,Gaston County,NC
28016,37071,Gaston County,NC
28164,37071,Gaston County,NC
28033,37071,Gaston County,NC
28092,37071,Gaston County,NC
28032,37071,Gaston County,NC
28052,37071,Gaston County,NC
28080,37071,Gaston County,NC
28120,37071,Gaston County,NC
28086,37071,Gaston County,NC
28055,37071,Gaston County,NC
28077,37071,Gaston County,NC
28012,37071,Gaston County,NC
28034,37071,Gaston County,NC
28056,37071,Gaston County,NC
28053,37071,Gaston County,NC
28101,37071,Gaston County,NC
27979,37073,Gates County,NC
27935,37073,Gates County,NC
27946,37073,Gates County,NC
27926,37073,Gates County,NC
27938,37073,Gates County,NC
27937,37073,Gates County,NC
27969,37073,Gates County,NC
27919,37073,Gates County,NC
28733,37075,Graham County,NC
28702,37075,Graham County,NC
28771,37075,Graham County,NC
27565,37077,Granville County,NC
27587,37077,Granville County,NC
27544,37077,Granville County,NC
27522,37077,Granville County,NC
27574,37077,Granville County,NC
27581,37077,Granville County,NC
27525,37077,Granville County,NC
27509,37077,Granville County,NC
27507,37077,Granville County,NC
27596,37077,Granville County,NC
27582,37077,Granville County,NC
27572,37077,Granville County,NC
27888,37079,Greene County,NC
28538,37079,Greene County,NC
27883,37079,Greene County,NC
27828,37079,Greene County,NC
28551,37079,Greene County,NC
27534,37079,Greene County,NC
27863,37079,Greene County,NC
28513,37079,Greene County,NC
28554,37079,Greene County,NC
28580,37079,Greene County,NC
28530,37079,Greene County,NC
28501,37079,Greene County,NC
27284,37081,Guilford County,NC
27262,37081,Guilford County,NC
27409,37081,Guilford County,NC
27417,37081,Guilford County,NC
27425,37081,Guilford County,NC
27403,37081,Guilford County,NC
27420,37081,Guilford County,NC
27497,37081,Guilford County,NC
27357,37081,Guilford County,NC
27438,37081,Guilford County,NC
27410,37081,Guilford County,NC
27249,37081,Guilford County,NC
27263,37081,Guilford County,NC
27406,37081,Guilford County,NC
27429,37081,Guilford County,NC
27282,37081,Guilford County,NC
27313,37081,Guilford County,NC
27265,37081,Guilford County,NC
27408,37081,Guilford County,NC
27377,37081,Guilford County,NC
27283,37081,Guilford County,NC
27233,37081,Guilford County,NC
27261,37081,Guilford County,NC
27244,37081,Guilford County,NC
27499,37081,Guilford County,NC
27268,37081,Guilford County,NC
27407,37081,Guilford County,NC
27215,37081,Guilford County,NC
27320,37081,Guilford County,NC
27413,37081,Guilford County,NC
27342,37081,Guilford County,NC
27235,37081,Guilford County,NC
27301,37081,Guilford County,NC
27358,37081,Guilford County,NC
27404,37081,Guilford County,NC
27405,37081,Guilford County,NC
27401,37081,Guilford County,NC
27317,37081,Guilford County,NC
27419,37081,Guilford County,NC
27298,37081,Guilford County,NC
27260,37081,Guilford County,NC
27455,37081,Guilford County,NC
27416,37081,Guilford County,NC
27411,37081,Guilford County,NC
27214,37081,Guilford County,NC
27310,37081,Guilford County,NC
27402,37081,Guilford County,NC
27495,37081,Guilford County,NC
27412,37081,Guilford County,NC
27435,37081,Guilford County,NC
27415,37081,Guilford County,NC
27498,37081,Guilford County,NC
27823,37083,Halifax County,NC
27844,37083,Halifax County,NC
27890,37083,Halifax County,NC
27839,37083,Halifax County,NC
27850,37083,Halifax County,NC
27874,37083,Halifax County,NC
27843,37083,Halifax County,NC
27870,37083,Halifax County,NC
27891,37083,Halifax County,NC
27886,37083,Halifax County,NC
27887,37083,Halifax County,NC
27332,37085,Harnett County,NC
27540,37085,Harnett County,NC
27501,37085,Harnett County,NC
28368,37085,Harnett County,NC
27521,37085,Harnett County,NC
28334,37085,Harnett County,NC
28323,37085,Harnett County,NC
27506,37085,Harnett County,NC
27505,37085,Harnett County,NC
27546,37085,Harnett County,NC
27330,37085,Harnett County,NC
27543,37085,Harnett County,NC
27552,37085,Harnett County,NC
28339,37085,Harnett County,NC
27504,37085,Harnett County,NC
27592,37085,Harnett County,NC
27526,37085,Harnett County,NC
28326,37085,Harnett County,NC
28356,37085,Harnett County,NC
28390,37085,Harnett County,NC
28779,37087,Haywood County,NC
28786,37087,Haywood County,NC
28745,37087,Haywood County,NC
28715,37087,Haywood County,NC
28743,37087,Haywood County,NC
28716,37087,Haywood County,NC
28721,37087,Haywood County,NC
28738,37087,Haywood County,NC
28723,37087,Haywood County,NC
28751,37087,Haywood County,NC
28785,37087,Haywood County,NC
28719,37087,Haywood County,NC
28792,37089,Henderson County,NC
28758,37089,Henderson County,NC
28756,37089,Henderson County,NC
28704,37089,Henderson County,NC
28759,37089,Henderson County,NC
28732,37089,Henderson County,NC
28793,37089,Henderson County,NC
28773,37089,Henderson County,NC
28760,37089,Henderson County,NC
28790,37089,Henderson County,NC
28784,37089,Henderson County,NC
28727,37089,Henderson County,NC
28739,37089,Henderson County,NC
28726,37089,Henderson County,NC
28742,37089,Henderson County,NC
28710,37089,Henderson County,NC
28791,37089,Henderson County,NC
28729,37089,Henderson County,NC
28735,37089,Henderson County,NC
28766,37089,Henderson County,NC
28724,37089,Henderson County,NC
28768,37089,Henderson County,NC
28731,37089,Henderson County,NC
28711,37089,Henderson County,NC
27942,37091,Hertford County,NC
27805,37091,Hertford County,NC
27922,37091,Hertford County,NC
27897,37091,Hertford County,NC
27986,37091,Hertford County,NC
27855,37091,Hertford County,NC
27910,37091,Hertford County,NC
27818,37091,Hertford County,NC
28377,37093,Hoke County,NC
28364,37093,Hoke County,NC
28376,37093,Hoke County,NC
28306,37093,Hoke County,NC
28357,37093,Hoke County,NC
28386,37093,Hoke County,NC
28315,37093,Hoke County,NC
28304,37093,Hoke County,NC
28371,37093,Hoke County,NC
27885,37095,Hyde County,NC
27960,37095,Hyde County,NC
27826,37095,Hyde County,NC
27810,37095,Hyde County,NC
27875,37095,Hyde County,NC
27860,37095,Hyde County,NC
27824,37095,Hyde County,NC
28036,37097,Iredell County,NC
27020,37097,Iredell County,NC
28166,37097,Iredell County,NC
27055,37097,Iredell County,NC
28688,37097,Iredell County,NC
27013,37097,Iredell County,NC
28677,37097,Iredell County,NC
28687,37097,Iredell County,NC
28115,37097,Iredell County,NC
28010,37097,Iredell County,NC
28117,37097,Iredell County,NC
28699,37097,Iredell County,NC
28678,37097,Iredell County,NC
28123,37097,Iredell County,NC
27028,37097,Iredell County,NC
28125,37097,Iredell County,NC
28689,37097,Iredell County,NC
28625,37097,Iredell County,NC
28634,37097,Iredell County,NC
28660,37097,Iredell County,NC
28636,37097,Iredell County,NC
28783,37099,Jackson County,NC
28747,37099,Jackson County,NC
28707,37099,Jackson County,NC
28736,37099,Jackson County,NC
28774,37099,Jackson County,NC
28751,37099,Jackson County,NC
28741,37099,Jackson County,NC
28789,37099,Jackson County,NC
28788,37099,Jackson County,NC
28717,37099,Jackson County,NC
28719,37099,Jackson County,NC
28779,37099,Jackson County,NC
28723,37099,Jackson County,NC
28725,37099,Jackson County,NC
27577,37101,Johnston County,NC
28334,37101,Johnston County,NC
27863,37101,Johnston County,NC
27610,37101,Johnston County,NC
27569,37101,Johnston County,NC
27528,37101,Johnston County,NC
27501,37101,Johnston County,NC
27592,37101,Johnston County,NC
28366,37101,Johnston County,NC
27557,37101,Johnston County,NC
27591,37101,Johnston County,NC
27542,37101,Johnston County,NC
27529,37101,Johnston County,NC
27504,37101,Johnston County,NC
27520,37101,Johnston County,NC
27524,37101,Johnston County,NC
27576,37101,Johnston County,NC
27603,37101,Johnston County,NC
27555,37101,Johnston County,NC
27527,37101,Johnston County,NC
27597,37101,Johnston County,NC
27568,37101,Johnston County,NC
27593,37101,Johnston County,NC
28562,37103,Jones County,NC
28573,37103,Jones County,NC
28555,37103,Jones County,NC
28501,37103,Jones County,NC
28522,37103,Jones County,NC
28585,37103,Jones County,NC
28572,37103,Jones County,NC
28504,37103,Jones County,NC
28574,37103,Jones County,NC
28526,37103,Jones County,NC
27330,37105,Lee County,NC
27331,37105,Lee County,NC
28355,37105,Lee County,NC
27332,37105,Lee County,NC
27505,37105,Lee County,NC
28326,37105,Lee County,NC
27207,37105,Lee County,NC
28530,37107,Lenoir County,NC
28504,37107,Lenoir County,NC
28572,37107,Lenoir County,NC
28501,37107,Lenoir County,NC
28578,37107,Lenoir County,NC
28525,37107,Lenoir County,NC
28526,37107,Lenoir County,NC
28538,37107,Lenoir County,NC
28580,37107,Lenoir County,NC
28551,37107,Lenoir County,NC
28650,37109,Lincoln County,NC
28021,37109,Lincoln County,NC
28034,37109,Lincoln County,NC
28673,37109,Lincoln County,NC
28037,37109,Lincoln County,NC
28092,37109,Lincoln County,NC
28168,37109,Lincoln County,NC
28164,37109,Lincoln County,NC
28080,37109,Lincoln County,NC
28033,37109,Lincoln County,NC
28090,37109,Lincoln County,NC
28006,37109,Lincoln County,NC
28093,37109,Lincoln County,NC
28777,37111,McDowell County,NC
28752,37111,McDowell County,NC
28711,37111,McDowell County,NC
28167,37111,McDowell County,NC
28655,37111,McDowell County,NC
28657,37111,McDowell County,NC
28762,37111,McDowell County,NC
28714,37111,McDowell County,NC
28761,37111,McDowell County,NC
28749,37111,McDowell County,NC
28781,37113,Macon County,NC
28779,37113,Macon County,NC
28775,37113,Macon County,NC
28741,37113,Macon County,NC
28734,37113,Macon County,NC
28763,37113,Macon County,NC
28713,37113,Macon County,NC
28744,37113,Macon County,NC
28748,37115,Madison County,NC
28714,37115,Madison County,NC
28787,37115,Madison County,NC
28753,37115,Madison County,NC
28743,37115,Madison County,NC
28754,37115,Madison County,NC
28701,37115,Madison County,NC
27871,37117,Martin County,NC
27840,37117,Martin County,NC
27861,37117,Martin County,NC
27841,37117,Martin County,NC
27892,37117,Martin County,NC
27843,37117,Martin County,NC
27962,37117,Martin County,NC
27825,37117,Martin County,NC
27846,37117,Martin County,NC
27857,37117,Martin County,NC
27889,37117,Martin County,NC
27812,37117,Martin County,NC
28078,37119,Mecklenburg County,NC
28105,37119,Mecklenburg County,NC
28213,37119,Mecklenburg County,NC
28215,37119,Mecklenburg County,NC
28269,37119,Mecklenburg County,NC
28233,37119,Mecklenburg County,NC
28236,37119,Mecklenburg County,NC
28035,37119,Mecklenburg County,NC
28277,37119,Mecklenburg County,NC
28224,37119,Mecklenburg County,NC
28244,37119,Mecklenburg County,NC
28266,37119,Mecklenburg County,NC
28104,37119,Mecklenburg County,NC
28126,37119,Mecklenburg County,NC
28031,37119,Mecklenburg County,NC
28211,37119,Mecklenburg County,NC
28214,37119,Mecklenburg County,NC
28226,37119,Mecklenburg County,NC
28220,37119,Mecklenburg County,NC
28207,37119,Mecklenburg County,NC
28270,37119,Mecklenburg County,NC
28221,37119,Mecklenburg County,NC
28230,37119,Mecklenburg County,NC
28235,37119,Mecklenburg County,NC
28281,37119,Mecklenburg County,NC
28274,37119,Mecklenburg County,NC
28228,37119,Mecklenburg County,NC
28036,37119,Mecklenburg County,NC
28107,37119,Mecklenburg County,NC
28212,37119,Mecklenburg County,NC
28208,37119,Mecklenburg County,NC
28216,37119,Mecklenburg County,NC
28227,37119,Mecklenburg County,NC
28262,37119,Mecklenburg County,NC
28280,37119,Mecklenburg County,NC
28284,37119,Mecklenburg County,NC
28232,37119,Mecklenburg County,NC
28203,37119,Mecklenburg County,NC
28202,37119,Mecklenburg County,NC
28299,37119,Mecklenburg County,NC
28222,37119,Mecklenburg County,NC
28241,37119,Mecklenburg County,NC
28297,37119,Mecklenburg County,NC
28285,37119,Mecklenburg County,NC
28217,37119,Mecklenburg County,NC
28206,37119,Mecklenburg County,NC
28205,37119,Mecklenburg County,NC
28234,37119,Mecklenburg County,NC
28247,37119,Mecklenburg County,NC
28256,37119,Mecklenburg County,NC
28246,37119,Mecklenburg County,NC
28242,37119,Mecklenburg County,NC
28231,37119,Mecklenburg County,NC
28079,37119,Mecklenburg County,NC
28070,37119,Mecklenburg County,NC
28106,37119,Mecklenburg County,NC
28134,37119,Mecklenburg County,NC
28204,37119,Mecklenburg County,NC
28201,37119,Mecklenburg County,NC
28130,37119,Mecklenburg County,NC
28210,37119,Mecklenburg County,NC
28209,37119,Mecklenburg County,NC
28237,37119,Mecklenburg County,NC
28278,37119,Mecklenburg County,NC
28273,37119,Mecklenburg County,NC
28219,37119,Mecklenburg County,NC
28271,37119,Mecklenburg County,NC
28229,37119,Mecklenburg County,NC
28287,37119,Mecklenburg County,NC
28282,37119,Mecklenburg County,NC
28223,37119,Mecklenburg County,NC
28288,37119,Mecklenburg County,NC
28740,37121,Mitchell County,NC
28714,37121,Mitchell County,NC
28765,37121,Mitchell County,NC
28705,37121,Mitchell County,NC
28657,37121,Mitchell County,NC
28777,37121,Mitchell County,NC
27229,37123,Montgomery County,NC
28127,37123,Montgomery County,NC
27341,37123,Montgomery County,NC
28338,37123,Montgomery County,NC
27247,37123,Montgomery County,NC
27306,37123,Montgomery County,NC
27356,37123,Montgomery County,NC
27281,37123,Montgomery County,NC
27239,37123,Montgomery County,NC
27209,37123,Montgomery County,NC
27371,37123,Montgomery County,NC
28327,37125,Moore County,NC
28315,37125,Moore County,NC
28373,37125,Moore County,NC
27330,37125,Moore County,NC
27208,37125,Moore County,NC
28347,37125,Moore County,NC
27281,37125,Moore County,NC
27341,37125,Moore County,NC
28387,37125,Moore County,NC
28370,37125,Moore County,NC
27259,37125,Moore County,NC
27242,37125,Moore County,NC
27325,37125,Moore County,NC
27376,37125,Moore County,NC
28394,37125,Moore County,NC
27209,37125,Moore County,NC
28326,37125,Moore County,NC
27252,37125,Moore County,NC
27356,37125,Moore County,NC
28388,37125,Moore County,NC
28374,37125,Moore County,NC
28350,37125,Moore County,NC
27597,37127,Nash County,NC
27809,37127,Nash County,NC
27891,37127,Nash County,NC
27822,37127,Nash County,NC
27896,37127,Nash County,NC
27878,37127,Nash County,NC
27868,37127,Nash County,NC
27856,37127,Nash County,NC
27804,37127,Nash County,NC
27882,37127,Nash County,NC
27816,37127,Nash County,NC
27807,37127,Nash County,NC
27803,37127,Nash County,NC
27557,37127,Nash County,NC
27880,37127,Nash County,NC
28404,37129,New Hanover County,NC
28449,37129,New Hanover County,NC
28401,37129,New Hanover County,NC
28403,37129,New Hanover County,NC
28412,37129,New Hanover County,NC
28409,37129,New Hanover County,NC
28405,37129,New Hanover County,NC
28480,37129,New Hanover County,NC
28408,37129,New Hanover County,NC
28411,37129,New Hanover County,NC
28410,37129,New Hanover County,NC
28402,37129,New Hanover County,NC
28429,37129,New Hanover County,NC
28428,37129,New Hanover County,NC
28406,37129,New Hanover County,NC
27820,37131,Northampton County,NC
27855,37131,Northampton County,NC
27862,37131,Northampton County,NC
27876,37131,Northampton County,NC
27866,37131,Northampton County,NC
27867,37131,Northampton County,NC
27842,37131,Northampton County,NC
27845,37131,Northampton County,NC
27869,37131,Northampton County,NC
27831,37131,Northampton County,NC
27853,37131,Northampton County,NC
27897,37131,Northampton County,NC
27832,37131,Northampton County,NC
27877,37131,Northampton County,NC
28445,37133,Onslow County,NC
28546,37133,Onslow County,NC
28521,37133,Onslow County,NC
28539,37133,Onslow County,NC
28541,37133,Onslow County,NC
28544,37133,Onslow County,NC
28460,37133,Onslow County,NC
28540,37133,Onslow County,NC
28555,37133,Onslow County,NC
28574,37133,Onslow County,NC
28545,37133,Onslow County,NC
28543,37133,Onslow County,NC
28584,37133,Onslow County,NC
28582,37133,Onslow County,NC
28518,37133,Onslow County,NC
28547,37133,Onslow County,NC
28454,37133,Onslow County,NC
28542,37133,Onslow County,NC
27516,37135,Orange County,NC
27541,37135,Orange County,NC
27572,37135,Orange County,NC
27707,37135,Orange County,NC
27302,37135,Orange County,NC
27278,37135,Orange County,NC
27514,37135,Orange County,NC
27231,37135,Orange County,NC
27510,37135,Orange County,NC
27712,37135,Orange County,NC
27243,37135,Orange County,NC
27515,37135,Orange County,NC
27517,37135,Orange County,NC
27583,37135,Orange County,NC
27314,37135,Orange County,NC
27705,37135,Orange County,NC
27599,37135,Orange County,NC
28510,37137,Pamlico County,NC
28583,37137,Pamlico County,NC
28515,37137,Pamlico County,NC
28529,37137,Pamlico County,NC
28509,37137,Pamlico County,NC
28556,37137,Pamlico County,NC
28571,37137,Pamlico County,NC
28552,37137,Pamlico County,NC
28537,37137,Pamlico County,NC
28587,37137,Pamlico County,NC
28560,37137,Pamlico County,NC
27909,37139,Pasquotank County,NC
27906,37139,Pasquotank County,NC
27907,37139,Pasquotank County,NC
28425,37141,Pender County,NC
28421,37141,Pender County,NC
28448,37141,Pender County,NC
28443,37141,Pender County,NC
28401,37141,Pender County,NC
28447,37141,Pender County,NC
28457,37141,Pender County,NC
28454,37141,Pender County,NC
28411,37141,Pender County,NC
28466,37141,Pender County,NC
28478,37141,Pender County,NC
28435,37141,Pender County,NC
28445,37141,Pender County,NC
27980,37143,Perquimans County,NC
27932,37143,Perquimans County,NC
27985,37143,Perquimans County,NC
27919,37143,Perquimans County,NC
27944,37143,Perquimans County,NC
27291,37145,Person County,NC
27305,37145,Person County,NC
27572,37145,Person County,NC
27573,37145,Person County,NC
27565,37145,Person County,NC
27574,37145,Person County,NC
27541,37145,Person County,NC
27583,37145,Person County,NC
27343,37145,Person County,NC
27231,37145,Person County,NC
27829,37147,Pitt County,NC
27828,37147,Pitt County,NC
27812,37147,Pitt County,NC
27833,37147,Pitt County,NC
28586,37147,Pitt County,NC
27884,37147,Pitt County,NC
27858,37147,Pitt County,NC
28590,37147,Pitt County,NC
27811,37147,Pitt County,NC
28530,37147,Pitt County,NC
27886,37147,Pitt County,NC
27888,37147,Pitt County,NC
27837,37147,Pitt County,NC
27835,37147,Pitt County,NC
27889,37147,Pitt County,NC
27834,37147,Pitt County,NC
27827,37147,Pitt County,NC
27852,37147,Pitt County,NC
27871,37147,Pitt County,NC
28513,37147,Pitt County,NC
27836,37147,Pitt County,NC
27817,37147,Pitt County,NC
27879,37147,Pitt County,NC
28139,37149,Polk County,NC
28792,37149,Polk County,NC
28750,37149,Polk County,NC
28756,37149,Polk County,NC
28782,37149,Polk County,NC
28773,37149,Polk County,NC
28722,37149,Polk County,NC
28731,37149,Polk County,NC
27230,37151,Randolph County,NC
27205,37151,Randolph County,NC
27239,37151,Randolph County,NC
27233,37151,Randolph County,NC
27260,37151,Randolph County,NC
27263,37151,Randolph County,NC
27313,37151,Randolph County,NC
27292,37151,Randolph County,NC
27325,37151,Randolph County,NC
27203,37151,Randolph County,NC
27248,37151,Randolph County,NC
27317,37151,Randolph County,NC
27283,37151,Randolph County,NC
27350,37151,Randolph County,NC
27370,37151,Randolph County,NC
27344,37151,Randolph County,NC
27298,37151,Randolph County,NC
27316,37151,Randolph County,NC
27262,37151,Randolph County,NC
27355,37151,Randolph County,NC
27208,37151,Randolph County,NC
27341,37151,Randolph County,NC
27360,37151,Randolph County,NC
27371,37151,Randolph County,NC
27229,37153,Richmond County,NC
28367,37153,Richmond County,NC
28330,37153,Richmond County,NC
28347,37153,Richmond County,NC
28380,37153,Richmond County,NC
27306,37153,Richmond County,NC
28345,37153,Richmond County,NC
28351,37153,Richmond County,NC
28338,37153,Richmond County,NC
28363,37153,Richmond County,NC
28379,37153,Richmond County,NC
27281,37153,Richmond County,NC
28377,37155,Robeson County,NC
28372,37155,Robeson County,NC
28360,37155,Robeson County,NC
28384,37155,Robeson County,NC
28364,37155,Robeson County,NC
28340,37155,Robeson County,NC
28358,37155,Robeson County,NC
28371,37155,Robeson County,NC
28357,37155,Robeson County,NC
28352,37155,Robeson County,NC
28375,37155,Robeson County,NC
28369,37155,Robeson County,NC
28378,37155,Robeson County,NC
28383,37155,Robeson County,NC
28386,37155,Robeson County,NC
28359,37155,Robeson County,NC
28362,37155,Robeson County,NC
27048,37157,Rockingham County,NC
27249,37157,Rockingham County,NC
27214,37157,Rockingham County,NC
27358,37157,Rockingham County,NC
27311,37157,Rockingham County,NC
27375,37157,Rockingham County,NC
27288,37157,Rockingham County,NC
27320,37157,Rockingham County,NC
27025,37157,Rockingham County,NC
27027,37157,Rockingham County,NC
27357,37157,Rockingham County,NC
27326,37157,Rockingham County,NC
27289,37157,Rockingham County,NC
28147,37159,Rowan County,NC
28146,37159,Rowan County,NC
28127,37159,Rowan County,NC
28072,37159,Rowan County,NC
28159,37159,Rowan County,NC
28145,37159,Rowan County,NC
28115,37159,Rowan County,NC
28137,37159,Rowan County,NC
28125,37159,Rowan County,NC
27013,37159,Rowan County,NC
28083,37159,Rowan County,NC
28036,37159,Rowan County,NC
28625,37159,Rowan County,NC
28144,37159,Rowan County,NC
28088,37159,Rowan County,NC
27054,37159,Rowan County,NC
28023,37159,Rowan County,NC
28138,37159,Rowan County,NC
28081,37159,Rowan County,NC
28071,37159,Rowan County,NC
28041,37159,Rowan County,NC
28039,37159,Rowan County,NC
28043,37161,Rutherford County,NC
28150,37161,Rutherford County,NC
28756,37161,Rutherford County,NC
28720,37161,Rutherford County,NC
28018,37161,Rutherford County,NC
28040,37161,Rutherford County,NC
28114,37161,Rutherford County,NC
28019,37161,Rutherford County,NC
28024,37161,Rutherford County,NC
28752,37161,Rutherford County,NC
28139,37161,Rutherford County,NC
28076,37161,Rutherford County,NC
28167,37161,Rutherford County,NC
28746,37161,Rutherford County,NC
28711,37161,Rutherford County,NC
28020,37161,Rutherford County,NC
28160,37161,Rutherford County,NC
28074,37161,Rutherford County,NC
28385,37163,Sampson County,NC
28447,37163,Sampson County,NC
28334,37163,Sampson County,NC
28382,37163,Sampson County,NC
28478,37163,Sampson County,NC
28458,37163,Sampson County,NC
28444,37163,Sampson County,NC
28453,37163,Sampson County,NC
28421,37163,Sampson County,NC
28344,37163,Sampson County,NC
28466,37163,Sampson County,NC
28398,37163,Sampson County,NC
28318,37163,Sampson County,NC
28393,37163,Sampson County,NC
28341,37163,Sampson County,NC
28365,37163,Sampson County,NC
28328,37163,Sampson County,NC
28366,37163,Sampson County,NC
28441,37163,Sampson County,NC
28329,37163,Sampson County,NC
28391,37163,Sampson County,NC
28364,37165,Scotland County,NC
28352,37165,Scotland County,NC
28396,37165,Scotland County,NC
28343,37165,Scotland County,NC
28351,37165,Scotland County,NC
28363,37165,Scotland County,NC
28353,37165,Scotland County,NC
28345,37165,Scotland County,NC
28097,37167,Stanly County,NC
28124,37167,Stanly County,NC
28002,37167,Stanly County,NC
28137,37167,Stanly County,NC
28127,37167,Stanly County,NC
28107,37167,Stanly County,NC
28001,37167,Stanly County,NC
28129,37167,Stanly County,NC
28128,37167,Stanly County,NC
28109,37167,Stanly County,NC
28163,37167,Stanly County,NC
28071,37167,Stanly County,NC
28103,37167,Stanly County,NC
28009,37167,Stanly County,NC
27046,37169,Stokes County,NC
27045,37169,Stokes County,NC
27042,37169,Stokes County,NC
27357,37169,Stokes County,NC
27053,37169,Stokes County,NC
27021,37169,Stokes County,NC
27041,37169,Stokes County,NC
27052,37169,Stokes County,NC
27025,37169,Stokes County,NC
27022,37169,Stokes County,NC
27050,37169,Stokes County,NC
27019,37169,Stokes County,NC
27030,37169,Stokes County,NC
27016,37169,Stokes County,NC
27043,37169,Stokes County,NC
27009,37169,Stokes County,NC
27030,37171,Surry County,NC
27053,37171,Surry County,NC
28621,37171,Surry County,NC
27047,37171,Surry County,NC
27041,37171,Surry County,NC
27043,37171,Surry County,NC
27024,37171,Surry County,NC
27007,37171,Surry County,NC
28676,37171,Surry County,NC
27017,37171,Surry County,NC
28683,37171,Surry County,NC
27049,37171,Surry County,NC
28669,37171,Surry County,NC
28719,37173,Swain County,NC
28789,37173,Swain County,NC
28713,37173,Swain County,NC
28771,37173,Swain County,NC
28702,37173,Swain County,NC
28766,37175,Transylvania County,NC
28712,37175,Transylvania County,NC
28774,37175,Transylvania County,NC
28742,37175,Transylvania County,NC
28768,37175,Transylvania County,NC
28708,37175,Transylvania County,NC
28772,37175,Transylvania County,NC
28739,37175,Transylvania County,NC
28783,37175,Transylvania County,NC
28747,37175,Transylvania County,NC
28718,37175,Transylvania County,NC
27928,37177,Tyrrell County,NC
27925,37177,Tyrrell County,NC
27826,37177,Tyrrell County,NC
28105,37179,Union County,NC
28103,37179,Union County,NC
28129,37179,Union County,NC
28108,37179,Union County,NC
28112,37179,Union County,NC
